YEAR,MO,DY,HR,T2M,RH2M
2014,9,5,12,16.57,97.0
2014,9,5,13,16.57,97.12
2014,9,5,14,16.56,97.31
2014,9,5,15,16.55,97.44
2014,9,5,16,16.54,97.56
2014,9,5,17,16.53,97.69
2014,9,5,18,16.51,97.88
2014,9,5,19,16.51,98.06
2014,9,5,20,16.49,98.31
2014,9,5,21,16.5,98.38
2014,9,5,22,16.49,98.38
2014,9,5,23,16.54,98.19
2014,9,6,0,16.53,98.06
2014,9,6,1,16.45,98.06
2014,9,6,2,16.43,97.81
2014,9,6,3,16.36,97.75
